Date,Open,High,Low,Close,Volume
05/23/2025,"575.98","581.81","575.60","579.11","76,029,047"
05/22/2025,"582.66","586.62","581.41","583.09","70,860,414"
05/21/2025,"588.44","592.58","581.82","582.86","95,197,664"
05/20/2025,"593.09","594.05","589.60","592.85","60,614,488"
05/19/2025,"588.10","595.54","588.10","594.85","68,168,516"
05/16/2025,"591.25","594.50","589.28","594.20","76,052,094"
05/15/2025,"585.56","590.97","585.10","590.46","71,268,148"
05/14/2025,"587.81","588.98","585.54","587.59","66,283,531"
05/13/2025,"583.41","589.08","582.84","586.84","67,947,234"
05/12/2025,"581.47","583.00","577.04","582.99","78,993,570"
05/09/2025,"566.48","567.50","562.76","564.34","37,603,434"
05/08/2025,"565.24","570.31","561.70","565.06","65,130,793"
05/07/2025,"560.15","563.82","556.04","561.15","55,733,230"
05/06/2025,"557.93","563.35","556.96","558.80","48,264,711"
05/05/2025,"562.57","566.65","561.70","563.51","38,659,219"
05/02/2025,"564.73","568.38","562.38","566.76","60,717,273"
05/01/2025,"560.37","564.07","557.86","558.47","63,186,152"
04/30/2025,"547.57","556.52","541.52","554.54","93,101,453"
04/29/2025,"548.91","555.45","548.55","554.32","47,775,121"
04/28/2025,"551.39","553.55","545.02","550.85","47,613,762"
04/25/2025,"546.65","551.05","543.69","550.64","61,119,594"
04/24/2025,"536.72","547.43","535.45","546.69","64,150,422"
04/23/2025,"540.43","545.43","533.88","535.42","90,590,656"
04/22/2025,"520.14","529.31","519.19","527.25","75,948,117"
04/21/2025,"521.16","521.70","508.46","513.88","69,368,125"
04/17/2025,"527.64","531.17","523.91","526.41","79,868,078"
04/16/2025,"531.68","537.89","520.29","525.66","83,484,805"
04/15/2025,"539.68","543.23","536.81","537.61","56,892,871"
04/14/2025,"544.05","544.28","533.86","539.12","68,033,992"
04/11/2025,"523.01","536.43","520.07","533.94","97,866,328"
04/10/2025,"532.17","533.50","509.32","524.58","162,331,203"
04/09/2025,"493.44","548.62","493.05","548.62","241,867,297"
04/08/2025,"521.86","524.98","489.16","496.48","165,816,609"
04/07/2025,"489.19","523.17","481.80","504.38","256,611,391"
04/04/2025,"523.67","525.87","505.06","505.28","217,965,109"
04/03/2025,"545.11","547.97","536.70","536.70","125,986,000"
04/02/2025,"555.05","567.42","554.81","564.52","76,014,547"
04/01/2025,"557.45","562.94","553.68","560.97","54,609,641"
03/31/2025,"549.83","560.71","546.87","559.39","95,328,211"
03/28/2025,"565.53","566.27","555.07","555.66","71,662,648"
03/27/2025,"567.18","570.90","564.94","567.08","42,164,246"
03/26/2025,"575.19","576.33","567.19","568.59","52,228,898"
03/25/2025,"575.30","576.41","573.69","575.46","38,355,738"
03/24/2025,"570.80","575.15","570.20","574.08","58,766,801"
03/21/2025,"559.28","564.89","558.03","563.98","83,762,961"
03/20/2025,"563.33","570.57","562.60","565.49","62,958,199"
03/19/2025,"562.83","570.95","561.63","567.13","66,555,992"
03/18/2025,"564.80","565.02","559.06","561.02","66,041,422"
03/17/2025,"562.79","569.71","562.35","567.15","49,008,711"
03/14/2025,"556.11","563.83","551.49","562.81","62,660,320"
03/13/2025,"558.49","559.11","549.68","551.42","74,079,406"
03/12/2025,"562.17","563.11","553.69","558.87","69,588,172"
03/11/2025,"559.40","564.02","552.02","555.92","88,102,109"
03/10/2025,"567.59","569.54","555.59","560.58","99,326,625"
03/07/2025,"570.90","577.39","565.63","575.92","81,158,812"
03/06/2025,"575.48","580.17","570.12","572.71","80,094,875"
03/05/2025,"576.69","584.88","573.08","583.06","71,230,531"
03/04/2025,"579.71","585.39","572.25","576.86","109,648,203"
03/03/2025,"596.18","597.34","579.90","583.77","74,249,203"
02/28/2025,"585.56","594.72","582.44","594.18","88,744,109"
02/27/2025,"596.85","598.02","584.65","585.05","74,196,656"
02/26/2025,"595.93","599.58","591.86","594.54","43,321,578"
02/25/2025,"597.15","597.89","589.56","594.24","58,266,473"
02/24/2025,"602.02","603.03","596.49","597.21","50,737,207"
02/21/2025,"610.16","610.30","599.47","599.94","76,519,820"
02/20/2025,"611.54","611.68","607.02","610.38","36,554,000"
02/19/2025,"610.08","613.23","609.56","612.93","31,011,070"
02/18/2025,"610.88","611.49","608.38","611.49","26,749,029"
02/14/2025,"609.94","610.99","609.07","609.70","26,910,449"
02/13/2025,"604.48","609.94","603.20","609.73","40,921,301"
02/12/2025,"599.20","604.55","598.51","603.36","45,076,078"
02/11/2025,"602.55","605.86","602.43","605.31","30,056,740"
02/10/2025,"604.03","605.50","602.74","604.85","26,048,711"
02/07/2025,"606.89","608.13","600.05","600.77","50,788,520"
02/06/2025,"605.99","606.45","602.63","606.32","35,771,500"
02/05/2025,"600.64","604.37","598.58","604.22","30,653,150"
02/04/2025,"597.83","602.30","597.28","601.78","33,457,820"
02/03/2025,"592.67","600.29","590.49","597.77","65,857,250"
01/31/2025,"607.50","609.96","601.05","601.82","66,671,469"
01/30/2025,"603.96","606.60","600.72","605.04","39,281,262"
01/29/2025,"603.72","604.13","599.22","601.81","37,177,434"
01/28/2025,"600.62","605.37","597.25","604.52","44,433,320"
01/27/2025,"594.81","599.69","594.64","599.37","70,361,125"
01/24/2025,"609.81","610.78","606.80","607.97","34,604,688"
01/23/2025,"605.80","609.75","605.52","609.75","41,152,102"
01/22/2025,"605.92","607.82","605.36","606.44","48,195,969"
01/21/2025,"600.67","603.06","598.67","603.05","42,532,848"
01/17/2025,"596.96","599.36","595.61","597.58","58,070,633"
01/16/2025,"594.18","594.35","590.93","591.64","43,319,660"
01/15/2025,"590.33","593.94","589.20","592.78","56,900,160"
01/14/2025,"584.36","585.00","578.35","582.19","48,420,578"
01/13/2025,"575.77","581.75","575.35","581.39","47,910,059"
01/10/2025,"585.88","585.95","578.55","580.49","73,105,047"
01/08/2025,"588.70","590.58","585.20","589.49","47,304,672"
01/07/2025,"597.42","597.75","586.78","588.63","60,393,047"
01/06/2025,"596.27","599.70","593.60","595.36","47,679,441"
01/03/2025,"587.53","592.60","586.43","591.95","37,888,461"
01/02/2025,"589.39","591.13","580.50","584.64","50,203,980"
12/31/2024,"589.91","590.64","584.42","586.08","57,052,648"
12/30/2024,"587.89","591.74","584.41","588.22","56,578,762"
12/27/2024,"597.54","597.78","590.76","595.01","64,969,312"
12/26/2024,"599.50","602.48","598.08","601.34","41,338,887"
12/24/2024,"596.06","601.34","595.47","601.30","33,160,102"
12/23/2024,"590.89","595.30","587.66","594.69","57,635,832"
12/20/2024,"581.77","595.75","580.91","591.15","125,716,703"
12/19/2024,"591.36","593.00","585.85","586.10","85,919,445"
12/18/2024,"603.98","606.41","585.89","586.28","108,248,703"
12/17/2024,"604.19","605.17","602.89","604.29","55,773,551"
12/16/2024,"606.00","607.78","605.21","606.79","43,695,180"
12/13/2024,"606.40","607.13","602.81","604.21","35,904,727"
12/12/2024,"606.58","607.16","604.33","604.33","31,543,811"
12/11/2024,"605.78","608.44","605.50","607.46","28,677,721"
12/10/2024,"605.37","605.80","602.13","602.80","37,234,520"
12/09/2024,"607.69","607.86","604.08","604.68","34,742,738"
12/06/2024,"607.44","609.07","607.02","607.81","31,241,551"
12/05/2024,"607.66","608.48","606.31","606.66","28,762,180"
12/04/2024,"605.63","607.91","604.95","607.66","42,787,559"
12/03/2024,"603.39","604.16","602.34","603.91","26,906,631"
12/02/2024,"602.97","604.32","602.47","603.63","31,745,990"
11/29/2024,"599.66","603.35","599.38","602.55","30,177,350"
11/27/2024,"600.46","600.85","597.28","598.83","34,000,160"
11/26/2024,"598.80","601.33","598.07","600.65","45,621,289"
11/25/2024,"599.52","600.86","595.20","597.53","42,441,391"
11/22/2024,"593.66","596.15","593.15","595.51","38,226,391"
11/21/2024,"593.40","595.12","587.45","593.67","46,750,289"
11/20/2024,"590.38","590.79","584.63","590.50","50,032,578"
11/19/2024,"584.71","591.05","584.03","590.30","49,412,047"
11/18/2024,"586.22","589.49","585.34","588.15","37,084,078"
11/15/2024,"589.72","590.20","583.86","585.75","75,988,766"
11/14/2024,"597.32","597.81","592.65","593.35","38,904,113"
11/13/2024,"597.37","599.23","594.96","597.19","47,388,641"
11/12/2024,"598.68","599.29","594.37","596.90","43,006,129"
11/11/2024,"599.81","600.17","597.00","598.76","37,586,770"
11/08/2024,"596.17","599.64","596.17","598.19","46,444,887"
11/07/2024,"593.08","596.65","593.00","595.61","47,233,207"
11/06/2024,"589.20","591.93","585.39","591.04","68,181,969"
11/05/2024,"570.74","576.74","570.52","576.70","39,478,320"
11/04/2024,"571.18","572.50","567.89","569.81","38,216,980"
11/01/2024,"571.32","575.55","570.62","571.04","45,667,527"
10/31/2024,"575.56","575.63","568.44","568.64","60,182,449"
10/30/2024,"581.29","583.32","579.29","580.01","41,435,840"
10/29/2024,"579.85","582.91","578.43","581.77","42,899,660"
10/28/2024,"582.58","582.71","580.52","580.83","30,174,699"
10/25/2024,"581.51","584.46","578.08","579.04","47,268,180"
10/24/2024,"579.98","580.06","576.57","579.24","34,979,859"
10/23/2024,"581.26","581.71","574.42","577.99","49,314,566"
10/22/2024,"581.05","584.50","580.38","583.32","34,183,840"
10/21/2024,"583.85","584.85","580.60","583.63","36,439,008"
10/18/2024,"584.07","585.39","582.58","584.59","37,416,801"
10/17/2024,"585.91","586.12","582.16","582.35","34,393,711"
10/16/2024,"579.78","582.83","578.96","582.30","30,725,439"
10/15/2024,"584.59","584.90","578.55","579.78","54,203,641"
10/14/2024,"581.22","585.27","580.73","584.32","36,217,219"
10/11/2024,"576.05","580.33","575.91","579.58","42,267,992"
10/10/2024,"575.77","577.58","574.49","576.13","44,138,059"
10/09/2024,"573.16","577.71","572.55","577.14","37,912,238"
10/08/2024,"570.42","573.78","569.53","573.17","37,398,688"
10/07/2024,"571.30","571.96","566.63","567.80","49,964,688"
10/04/2024,"572.35","573.36","568.10","572.98","43,005,191"
10/03/2024,"567.36","569.80","565.49","567.82","40,846,473"
10/02/2024,"567.71","569.90","565.27","568.86","38,097,801"
10/01/2024,"573.40","574.06","566.00","568.62","72,668,781"
09/30/2024,"570.42","574.38","568.08","573.76","63,655,449"
09/27/2024,"573.39","574.22","570.42","571.47","42,100,930"
09/26/2024,"574.38","574.71","569.90","572.30","48,336,000"
09/25/2024,"571.14","571.89","568.91","570.04","38,428,594"
09/24/2024,"570.48","571.36","567.60","571.30","46,805,672"
09/23/2024,"569.34","570.33","568.10","569.67","44,116,922"
09/20/2024,"567.84","569.31","565.17","568.25","77,503,109"
09/19/2024,"571.01","572.88","568.08","570.98","75,315,469"
09/18/2024,"563.74","568.69","560.83","561.40","59,044,941"
09/17/2024,"565.10","566.58","560.80","563.07","49,320,969"
09/16/2024,"561.74","563.11","559.90","562.84","36,656,121"
09/13/2024,"559.71","563.03","559.45","562.01","39,310,500"
09/12/2024,"555.01","559.40","552.74","559.09","51,892,738"
09/11/2024,"548.70","555.36","539.96","554.42","75,248,609"
09/10/2024,"548.36","549.15","543.38","548.79","36,394,578"
